thread_id,customer_query,brand_resolution,intent,brand,turn_count
TH-9162,"My iPhone is so damn glitchy, not sure this upgrade to the 8 was worth it. I can’t even send pictures 😡",Let's see how we can help over Twitter. Is iOS 11.1 the version installed and have you tried any steps? Which app is it?,general_inquiry,AppleSupport,2
TH-9165,Can I undo this iOS update? This is horrendous and dealing with phone frustration during 75% of my 150 mobile uses each day is not acceptable,We'd be happy to help. Send us a DM with a few details. [link],technical_issue,AppleSupport,2
TH-2625,my 7+ refuses to stay on WiFi calling ever since ios 11 and im seriously so over the customer service -___-,"We want to help you. DM us, and we can look into what's going on with Wi-Fi calling on your iPhone. [link]",technical_issue,AppleSupport,2
TH-9169,iOS11.1 consumes battery pretty fast....,"Let's see how you're using your battery so we can provide the best solution. To start, DM us with the country where you're located. [link]",hardware_repair,AppleSupport,2
TH-9170,11.1にあげたらTwitter少し見てるだけだし低電力モードなのに20パーへったぞ。デバイス本体ごと取り換えて数ヶ月だし今回のアプデはミスだな。バッテリー消費悪化してる。,We offer support via Twitter in English. Contact us for help in your preferred language here: [link],general_inquiry,AppleSupport,2
TH-9174,"Bienvenida sea la multi tarea al 3D touch en iphone, gracias #newupdate",We offer support via Twitter in English. Get help in Spanish here: [link] or join [link],technical_issue,AppleSupport,2
TH-9176,the new update is making my phone so funky. Check out the emoji and the letter I️. Is there a fix? [link],We'd like to help. Send us a DM and we can start there. [link],technical_issue,AppleSupport,2
TH-9178,what’s up with typing the letter I️ ... it wants to be an A and a box with a question mark,We'd like to help. We received your DM and will continue there. [link],general_inquiry,AppleSupport,2
TH-9180,"I bought an iTunes gift card worth £15 a week ago, and the email still hasn’t come into my inbox to tell me the code. Helpppp",We're here for you. You'll need to contact our iTunes Store group for help with iTunes codes: [link],general_inquiry,AppleSupport,2
TH-9182,"Okay, I️ updated my phone the newest version",Thank you for the update. DM us here to continue: [link],technical_issue,AppleSupport,2
TH-9184,I️ have 11.0.3,"The first step we want to take is to back it up, then update it to iOS 11.1 to rule that out: [link]",general_inquiry,AppleSupport,2
TH-9187,hey apple ! What is going on with the iPhones ?? Every time I️ type the letter “I️” I️ get a symbol. Which you see right now!,Let's team up and get the exclamation point working right. Which model do you have? Is iOS 11.1 installed?,technical_issue,AppleSupport,2
TH-9189,"My screen is lagging, my apps are all glitching, your new screen updates are slowing my processsing speed down. Y’all are killin me fr yo","Is this happening only with certain applications? Meet up with us in a DM, we'll continue there. [link]",hardware_repair,AppleSupport,2
TH-9190,Hey just wondering why this new update has had my phone going bananas all day so far?? Please enlighten me.,You've come to the right place. What seems to be going on with your phone?,technical_issue,AppleSupport,2
TH-9193,Ayo fix this whole question mark box ting dem shits annoying.,"Hi, can you tell us more about this in a DM? We'll look into this together from there. [link]",general_inquiry,AppleSupport,2
TH-9195,I bought an iPhone 8 with AppleCare+. Wanting to return the iPhone 8. What happens with the AppleCare+?,Thanks for contacting us. We'd like to gather some info to help out. Let's meet in DM. [link],hardware_repair,AppleSupport,2
TH-9197,But would it work with another phone brand?Like LG galaxy phones?,"Currently, only iPhones with iOS 10 or later are supported.",general_inquiry,AppleSupport,2
TH-9198,Does the person you send it too also have to have a iPhone to see this?I see it on my phone.,Great question. They must have a device with iOS 10 or later. Here's some more information: [link],general_inquiry,AppleSupport,2
TH-9304,why are my I ‘s changing into I️ ?!!!!!,Interesting. Let's look into this. Which iOS version is showing in Settings &gt; General &gt; About?,general_inquiry,AppleSupport,2
TH-9827,Damn the new emojis . Will my battery still go from 65% to 40% after one snap?,"We're happy to help. Are you experiencing battery issues, when using certain app?",hardware_repair,AppleSupport,2
TH-9829,started before downloading 11.1 (was never able to download 11.0.3). hasn't gotten better since update,Let's continue within DM here: [link],technical_issue,AppleSupport,2
TH-9831,please help us lmao [link],Your keyboard is important and we'd like to help get it working right. When did this start and which device model is it?,general_inquiry,AppleSupport,2
TH-9835,Dear why is my letter I️ not working by itself in email or text? When I️ type the letter “I️” the attached happens. [link],We're here to help. Which version of iOS do you have installed on your device? You'd see this in Settings &gt; General &gt; About.,technical_issue,AppleSupport,2
TH-9838,updating xcode via appstore. 7-min remaining 6-hr ago. 1-min rem for over an hour. Why? My net bandwidth is good.,We'd like to help any way we can. Are other apps able to be downloaded on your device? Which model is it and which OS version?,technical_issue,AppleSupport,2
TH-9840,"mi iPhone no se puede conectar a la red wifi privadas pero si a las free, que hago 😢",We offer support via Twitter in English. Get help in Spanish here: [link] or join [link],technical_issue,AppleSupport,2
TH-9842,I said the battery is dying too fast. Is that because of the new iOS 11.0.3? I’m pretty worried about it 😕 I can’t trust my phone anymore,We're here to help. Let's update your device to iOS 11.1 and test to see if the issue persists: [link],hardware_repair,AppleSupport,2
TH-9843,FOCO AQUI Q Q TÁ ACONTECENDO ~ iOS 11 guloso [link],"Since our Twitter support is available in English, get help at [link] or join [link]",technical_issue,AppleSupport,2
TH-9847,iMessage &amp; snapchat,Thanks for letting us know. Send us a DM and we'll do everything we can to get your keyboard back on track. [link],general_inquiry,AppleSupport,2
TH-9848,hey my i on my keyboard isn't working and i just updated my phone to the latest IOS,Thank you for reaching out. May we ask which apps you're seeing the keyboard issue with?,technical_issue,AppleSupport,2
TH-10667,"Ok, and figure your collective shit out. The error when attempting to type “I am” &amp; getting weird ASCII characters is stoopid.",Let's look into this keyboard issue for you. Send us a DM with your current iOS version to get started. [link],general_inquiry,AppleSupport,2
TH-10669,"/2...2 docs did open, duplicated themselves, now none open after I closed them.",Please send us a DM and we will go from there. [link],general_inquiry,AppleSupport,2
TH-10671,"So, since updating the latest iOS, Pages no longer lets me open any docs, all show, just don’t open. Suggestions? Anyone?","Can you confirm what version of iOS you updated to? Also, have you tried restarting your device?",technical_issue,AppleSupport,2
TH-10674,"after I upgraded my iPhone to iOS 11.0.3, the back camera and the flash stopped working. Could you do something?","Hi, we'll be happy to help. To start, let's give the troubleshooting steps in this article a try: [link]",technical_issue,AppleSupport,2
TH-10677,"just updated Apple Watch to 4.1. Is ESPN radio etc only available in USA, can’t get it on my watch in the UK",We want to help you. That station may not be available. Availability of live stations varies depending on your location.,technical_issue,AppleSupport,2
TH-10679,Depois da ultima atualizado do IOS a bateria do IPhone 6 tá durando quase nada,"Since our Twitter support is available in English, get help at [link] or join [link]",technical_issue,AppleSupport,2
TH-10681,why is it impossible to Type “I” without a stupid box with a question mark. #notimpressed #fixit,We are here for you. Let's take a look at this further for you. Reach out to us in DM. [link],general_inquiry,AppleSupport,2
TH-10683,Baje la App de la cual es gratuita y me llego un cargo de $18.11 Pesos ¿cuál es el motivo?,We offer support via Twitter in English. Get help in Spanish here: [link] or join [link],billing_refund,AppleSupport,2
TH-10685,I️ figured it out thanks 🤘🏽,Awesome! It's our pleasure. Feel free to reach out anytime a question comes up.,general_inquiry,AppleSupport,2
TH-10687,why everytime I️ type an “I️” this extra A and box pops up ??,"Let's work on a solution together. To start, which device model and exact iOS version are you using?",general_inquiry,AppleSupport,2
